case_number,date_reported,time_reported,date_occurred,time_occurred,location,university,incident
14-667,2014-04-27,01:58,2014-04-27,02:13,"Foundation Private Residence, 5723 Lindo Paseo Av, San Diego",San Diego State University,Batt W/Serious Bodily Inj
14-670,2014-04-27,04:07,2014-04-27,04:44,"Lindo Paseo Av/Montezuma Pl, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-671,2014-04-27,07:50,NA,NA,"Mts Transit Center, 5260 Campanile Dr, San Diego",San Diego State University,Asslt To Commit Oral Cop
14-672,2014-04-27,00:09,NA,NA,"Dede Alpert Ctr For Community Engagement, 4283 El Cajon Bl, San Diego",San Diego State University,Vandalism ($400 or More)-Fel
14-676,2014-04-27,09:38,2014-04-27,03:21,"Alberts College Apartments Aztec Plaza, 5430 55TH St, San Diego",San Diego State University,DUI Drug
14-677,2014-04-28,03:28,2014-04-28,03:50,"Parking Lot H, 5110 East Campus Dr, San Diego",San Diego State University,"Battery: Spouse/Ex Spouse/Date,etc."
14-684,2014-04-29,08:23,NA,NA,"East Commons Subway, 5965 Aztec Circle Dr, San Diego",San Diego State University,Embez By Employee $400+
14-688,2014-04-29,07:20,2014-04-29,01:00,"Alberts College Apartments Scott Plaza, 5475 55TH St, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
14-704,2014-05-02,01:36,2014-05-02,01:57,"University Towers Residence Hall, 5505 Montezuma Rd, San Diego",San Diego State University,Possess Concentrated Cannabis-M
14-706,NA,NA,NA,NA,"Tacuba Residence Hall, 5150 East Campus Dr, San Diego",San Diego State University,"Battery: Spouse/Ex Spouse/Date,etc."
14-714,2014-05-03,03:11,2014-05-03,00:45,"College Av/Zura Wy, San Diego",San Diego State University,Possess Narcotic Cntl Sub Possess Unlawful Paraphernalia
14-717,NA,NA,NA,NA,"B Lot, 5882 Hardy Av, San Diego",San Diego State University,Touch Person Intimately False Imprisonment
14-723,NA,NA,NA,NA,"Engineering, 5925 Aztec Circle Dr, San Diego",San Diego State University,Extortion
14-725,NA,NA,NA,NA,"Dede Alpert Ctr For Community En, 4283 El Cajon Bl, San Diego",San Diego State University,Vandalism ($400 or More)-Fel
14-733,2014-05-09,02:44,2014-05-09,03:53,"Chapultepec Residence Hall, 5400 Remington Rd, San Diego",San Diego State University,PAS -Driver Under 21w/BAC>0.01%
14-736,2014-05-10,03:06,2014-05-10,03:33,"Alvarado Ct/Alvarado Rd, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-738,2014-05-10,03:50,2014-05-10,00:04,"San Diego Public Library Rolando, 6600 Montezuma Rd, San Diego",San Diego State University,Poss Cntrlld Substnc Paraphernalia
14-740,2014-05-12,01:56,2014-05-12,02:14,"4500 El Cajon Blvd, San Diego",San Diego State University,Under Influence Cntl Sub
14-741,2014-05-12,07:54,NA,NA,"Dede Alpert Ctr For Community Engagement, 4283 El Cajon Bl, San Diego",San Diego State University,Vandalism ($400 or More)-Fel
14-746,2014-05-12,01:51,2014-05-12,02:40,"5449 Hewlett Dr, San Diego",San Diego State University,"Transport, Sell etc Marijuana Poss Marijuana For Sale"
14-748,2014-05-13,02:02,2014-05-13,02:00,"Parking Structure 5, 5100 55TH St, San Diego",San Diego State University,Vehicle Theft
14-749,2014-05-13,09:03,2014-05-13,09:03,"5300 55TH St, San Diego",San Diego State University,Manfctr/Sale/Poss Metal Knuckles
14-763,2014-05-17,00:07,2014-05-17,00:39,"6300EL Cajon Blvd, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-765,2014-05-17,03:08,2014-05-17,03:47,"College Av/Lindo Paseo Av, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-766,2014-05-17,01:28,2014-05-17,01:20,"Sanctuary Apartments, 5840 Hardy Av, San Diego",San Diego State University,Robbery Conspiracy:commit Crime
14-778,2014-05-21,01:53,2014-05-21,01:53,"Montezuma Rd/East Campus Dr, San Diego",San Diego State University,Possess Unlawful Paraphernalia
14-784,2014-05-23,02:28,2014-05-23,02:28,"North Alley, 5800 Montezuma Rd, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-786,2014-05-23,06:48,2014-05-23,07:25,"Maya Residence Hall, 6051 Lindo Paseo Av, San Diego",San Diego State University,Carry Conceald Dirk/Dagger Under Influence Cntl Sub Possess Unlawful Paraphernalia
14-789,2014-05-24,03:08,2014-05-24,03:35,"Montezuma Rd/Collwood Bl, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-791,2014-05-25,02:16,2014-05-25,03:07,"4600 63RD St, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-793,2014-05-26,02:50,2014-05-26,03:17,"6100 Montezuma Rd, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-794,2014-05-26,01:14,2014-05-26,01:34,"6700 Alvarado Rd, San Diego",San Diego State University,Poss Cntrlld Substnc Paraphernalia
14-795,2014-05-26,06:31,NA,NA,"Parking Structure 5, 5100 55TH St, San Diego",San Diego State University,Vehicle Theft
14-796,2014-05-26,00:42,2014-05-26,00:42,"Parking Lot V, 5510 Aztec Circle Dr, San Diego",San Diego State University,D.L. restricted; For DUI
14-800,2014-05-28,06:03,2014-05-28,06:47,"Parking Lot A, 6000 Canyon Crest Dr, San Diego",San Diego State University,Hit&run Prop Damag:notify
14-801,2014-05-28,03:05,2014-05-28,03:28,"Montezuma Rd/Fairmount Av, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-811,2014-05-30,02:46,2014-05-30,03:32,"Office Of Housing Administration, 6050 Montezuma Rd, San Diego",San Diego State University,Poss Cntrlld Substnc Paraphernalia
14-818,2014-06-01,03:25,2014-06-01,03:30,"Interstate 8/COLLEGE Av, San Diego",San Diego State University,Drive W/Lic Susp For Dui
14-819,2014-06-01,08:33,2014-06-01,08:33,"70TH St/Alvarado Rd, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent Drive W/License Suspended
14-820,2014-06-01,09:56,2014-06-01,09:56,"5500 Montezuma Rd, San Diego",San Diego State University,Drive W/License Suspended
14-826,2014-06-02,02:17,2014-06-02,02:17,"Mary Lane DR/55TH Pl, San Diego",San Diego State University,Drive W/O License
14-827,2014-06-03,01:05,2014-06-03,01:05,"5600 Montezuma Rd, San Diego",San Diego State University,False Id To Specific Police Officer
14-830,2014-06-03,09:27,2014-06-03,09:27,"5141 College, San Diego",San Diego State University,Drive W/License Suspended
14-835,2014-06-04,03:23,2014-06-04,03:23,"Dorchester Apartments, 6595 Montezuma Rd, San Diego",San Diego State University,Drive W/License Suspended
14-836,2014-06-06,02:54,2014-06-06,02:58,"5300 Lake Murray Blvd, San Diego",San Diego State University,Drive W/License Suspended
14-838,2014-06-07,02:12,2014-06-07,02:17,"6400 Montezuma Rd, San Diego",San Diego State University,Drive W/O License
14-839,2014-06-07,03:17,2014-06-07,03:42,"Parking Lot H, 5110 East Campus Dr, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-842,2014-06-07,02:21,2014-06-07,02:20,"Parking Structure 5, 5100 55TH St, San Diego",San Diego State University,Vandalism ($400 or More)-Fel
14-843,2014-06-07,01:53,2014-06-07,00:08,"5600 Lindo Paseo Av, San Diego",San Diego State University,Drive W/License Suspended
14-844,2014-06-07,02:00,2014-06-07,01:35,"Alberts College Apartments Elaine Plaza, 5460 55TH St, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+ Vandalism:deface Property
14-846,2014-06-08,04:07,2014-06-08,04:32,"5100 Fairmount Av, San Diego",San Diego State University,Throw Substance At Veh
14-847,2014-06-08,00:26,2014-06-08,00:25,"College Av/Montezuma Rd, San Diego",San Diego State University,Minor Possess Alcohol
14-849,2014-06-09,02:25,2014-06-09,02:32,"Aztec WALK/55TH St, San Diego",San Diego State University,Drive W/O License
14-850,2014-06-09,04:14,2014-06-09,04:20,"Dennys, 6970 Alvarado Rd, San Diego",San Diego State University,Drive W/License Suspended
14-851,2014-06-09,05:12,2014-06-09,05:12,"Fairmount Av/Camino Del Rio N, San Diego",San Diego State University,Drive W/License Suspended Expired Registration
14-852,2014-06-09,04:58,2014-06-09,04:20,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Shoplift Petty Theft
14-853,2014-06-09,00:38,2014-06-09,00:38,"Mts Transit Center, 5260 Campanile Dr, San Diego",San Diego State University,Battery on a Person
14-857,2014-06-11,00:54,2014-06-11,00:54,"Student Services East, 6065 Aztec Circle Dr, San Diego",San Diego State University,Pos/Etc Lod F/Arm:unv/Etc Loaded Firearm in Public-Person or Veh Carries Switchblade Knife on Person Carry Concld firearm upon Person
14-861,2014-06-11,04:47,2014-06-11,04:45,"Vons Grocery, 6155 El Cajon Bl, San Diego",San Diego State University,Display False Reg/Etc
14-864,2014-06-12,09:56,NA,NA,"Exercise And Nutritional Science, 5320 Campanile Dr, San Diego",San Diego State University,Vandalism ($400 or More)-Fel
14-866,2014-06-13,02:23,2014-06-13,03:09,"7237 El Cajon Bl, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent Drive W/License Suspended
14-868,2014-06-14,01:21,2014-06-14,03:05,"Dennys, 6970 Alvarado Rd, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-872,2014-06-14,04:32,NA,NA,"Parking Structure 3, 5105 East Campus Dr, San Diego",San Diego State University,Vehicle Theft
14-873,2014-06-15,01:59,2014-06-15,02:28,"6200 Montezuma Rd, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-874,2014-06-15,01:27,2014-06-15,01:27,"Montezuma Rd/Fairmount Av, San Diego",San Diego State University,Drive W/License Suspended
14-877,2014-06-16,02:36,2014-06-12,02:30,"Parking Structure 5, 5100 55TH St, San Diego",San Diego State University,Vandalism ($400 or More)-Fel
14-878,2014-06-16,04:23,2014-06-16,04:24,"6300 Montezuma Rd, San Diego",San Diego State University,Drive W/License Suspended
14-881,2014-06-17,01:02,2014-06-17,01:10,"7-ELEVEN, 5141 College Av, San Diego",San Diego State University,Drive W/License Suspended
14-883,2014-06-17,04:49,2014-06-17,04:51,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Pthft w/3 Priors Jail:spec Ofns
14-885,2014-06-18,01:29,2014-06-18,02:20,"Glider Port, 2800 Torrey Pines Scenic Dr, San Diego",San Diego State University,Possess Unlawful Paraphernalia
14-89,2014-01-22,01:58,2014-01-22,02:35,"Starbucks Coffee, 5131 College Av, San Diego",San Diego State University,Pthft w/3 Priors Jail:spec Ofns Rec Knwn Stoln Prop -$950 Obstruct Public Officer
14-890,2014-06-19,04:20,2014-06-19,04:20,"5700 Hardy Av, San Diego",San Diego State University,DUI Alcohol
14-892,2014-06-22,03:07,2014-06-22,05:20,"El Cajon Bl/El Cerrito Dr, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-898,2014-06-23,00:20,2014-06-23,00:30,"55TH St/Montezuma Rd, San Diego",San Diego State University,Drive W/O License
14-9,2014-01-02,01:18,2014-01-02,01:10,"Extended Studies Center, 5701 Hardy Av, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
14-908,2014-06-27,01:05,2014-06-27,01:37,"Freeway, Interstate 8/INTERSTATE 15, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-910,2014-06-27,02:40,2014-06-19,02:33,"Montezuma Rd/Campanile Dr, San Diego",San Diego State University,Drive W/O License
14-912,2014-06-27,00:18,2014-06-27,01:04,"5100 Montezuma Pl, San Diego",San Diego State University,Drive W/License Suspended
14-914,2014-06-28,00:56,2014-06-28,01:37,"Interstate 8/COLLEGE Av, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
